instance_id predicted_score
5955144806760369188 0.0055544710083045385
8964814003116626829 0.0033355625359266497
1443678482813066901 0.0013415822586034484
4378292601034342778 0.007570457973518079
834115110429199798 0.007610790829059517
8622023664269321685 0.010010300122328442
636821905768611874 0.005903162720492674
4897445380980030132 0.009817494510219738
3005889763297574941 0.0059285773117727855
2318165655014029688 0.004092692933849739
3906419100697264542 0.011428034188462761
4493273071904624474 0.024167471253195134
8244803152289167900 0.004450263728917862
7839249352465403007 0.01667201542315273
8126030309710080924 0.008157232620384001
8083912631668862897 0.013494835645461906
4546929702983412794 0.013436556541986616
2149283678345506219 0.0162123936949101
1946118677700633133 0.015199557236561443
6316766966608638001 0.006462059707059736
183064341413207289 0.014431389254845547
7011041905581528411 0.021224880254794715
3372557919333414911 0.00911277592896394
8072888232705796640 0.01134811481433652
8980251944856013797 0.023520440769897462
2252157180978160447 0.015904150418868026
468782563787903734 0.009243328154433328
9171568618246068885 0.008524655894775813
4498773941712525748 0.012192624029588464
1802604033836882240 0.01884214451618079
6199416278833821018 0.00691622637916602
3548679576186390604 0.01569318369172301
5374557874476181127 0.01077472810022388
6070504247291663913 0.01144182463093504
2527462383279784680 0.018174133336790615
5796050235528203140 0.0091868622514491
5276944015987185192 0.006793362344555788
232371963892612861 0.016392835588630257
1092606686983208097 0.013241256385074524
5241835744313821423 0.009828206328251175
7752937155596366339 0.008958933943790623
2754725935891666967 0.025696735580024138
4070017402418712520 0.01131024952989169
2986854042123838887 0.015465319919286628
7581096749736541595 0.009482607039874271
5941135629657681556 0.005791483993048069
1854414700838018069 0.006410938149567039
1987995886146840416 0.01570442939357821
4332358089915732256 0.016745001175396734
3862717575065499242 0.01624277099671015
6729469131401425837 0.01305740473492279
720851425695971283 0.02113384652929385
6491313204795879759 0.011441236970218543
8301008784247080965 0.016744605202683064
5600607360639130608 0.014156892906458472
3605847776991126973 0.011739065725102032
3102012061629209649 0.0121877292826877
2462215503919023264 0.013208698533269744
348312542479816392 0.013000461260105378
2195716846034064582 0.008722507597242735
2566400118335788504 0.016329342693002315
8102157747707650147 0.011557635260110787
3036045548826946856 0.009120517207697708
1540329568049453849 0.014182565321899012
8889869644202487545 0.010969496635205543
1247528027765647570 0.017822307739650333
2225235248606704477 0.020491739921790812
3593837877072838070 0.012498567459273522
7484552072517242584 0.010790925324926983
9118354488586815070 0.015120595304943227
7207637546323904231 0.018960317049387353
303544170403538362 0.00954724312207879
6638659026984326597 0.004770673361696146
1085186707809054808 0.010646766458306619
681489281147593182 0.013144983578755137
5813319033590796536 0.010805999201347687
4336244401324775698 0.015193640947734535
2163308871438901285 0.007948482300809393
2062699218791047165 0.013530703552016007
1268157180360210231 0.007654881854078635
8582505757273483530 0.010586816917574222
1789461940764763721 0.008076583545734487
2607835261296900942 0.01305740473492279
5654304755861356414 0.01703414397796567
8911202509667851213 0.01629494201076861
1876780058861314678 0.014182565321899012
1983511975169540614 0.019728080458783603
1222641774013860524 0.020279110086062403
7465881827341837878 0.00973528044913734
4446129576299567366 0.010591033824739738
591292497609601536 0.015011898923503667
5832854341312070271 0.008775799419662462
271927244761165462 0.016309145004913688
1145738180218146835 0.014827971300368193
7675406956253136668 0.012473780629933255
2061167660113973752 0.018771420589981484
2430463010002892075 0.020618324066448993
7512100621724234204 0.013388775672303154
4634765398409500036 0.008987637839034522
3543090334574745183 0.009046035777610501
7085512984663725273 0.007566828157383581
7546806992477799583 0.006023208334332117
2296023122903839774 0.009481172033909292
6147601694430248076 0.012091609718306693
8167151916753486284 0.0075721670673747745
215276378927700085 0.012578512502411602
3412374070493458900 0.012944739056291763
7729905064005923218 0.013832703722212503
3352001790072000079 0.015526530155314003
609256284668607839 0.017123446968476168
591138370841930543 0.008560810669105716
1640822568098768932 0.007812340097312348
7205203230533270571 0.0044043643120333115
4949812015714425024 0.007187652798901501
7635184481585698156 0.005337952598112251
9028384921924938185 0.010414523864156066
1214747008073368323 0.004749452245392508
7701001317981933603 0.005710449454850014
7425697495603849829 0.008642422292673663
3354355553969896451 0.008446744194357
504838029160726271 0.008178334930544954
2790855485885545808 0.011013259867224073
6042822272995372525 0.004911192107018317
7490974180097974769 0.010214895069097375
550738907254761388 0.008589725591858652
492592239311978909 0.0050564267885039715
875475884222520980 0.006119264044019947
5834949158135708992 0.0049673839945728
3830372856425190041 0.008871700461839434
7885094764754054243 0.013029785544705633
8753233631949176744 0.008855291431571885
4582674757576435742 0.011596191252690197
1925149558119434683 0.01178816637294714
9134080120293620569 0.007137774833675501
8070177906506280488 0.005384085312110299
5383275628361456476 0.004828431937637092
8694541312556808258 0.010657737611470907
5496611613684312382 0.009230217512693994
6990136696338885514 0.010412734985227597
4111459203348589593 0.01208384690215808
6437211359828032038 0.012897943844508503
5108258331115018559 0.008239413111209234
7386206008015750989 0.011689241488534513
5042506553895121680 0.008013206010132664
9009569382793545501 0.012919127068260015
76143569333335374 0.0031526017442611693
5117614044727203718 0.009545873172163724
8838755235187585444 0.005848194363429588
927909827497858353 0.011981764426140361
3264653565200286509 0.006505527753892961
5591867529283597066 0.011816613953755255
7958395997617518514 0.004060644664678781
1602292876295140548 0.005928011013176347
8980422600308947962 0.002882107468668673
3476588827538472 0.006604492726947587
582531107644259399 0.00873386647336193
6719296957717978970 0.01185933098532128
3747260154160451344 0.005234046830472056
2123635244810229523 0.006511677584447327
6606995918958430142 0.00400281258338346
432730454079442013 0.005132301798789177
8338282288401334222 0.00648569700993005
7144275727288685391 0.00880134764594318
1025263937323481319 0.01583300310414236
1524581168724544583 0.02329307092956894
7821638106399288888 0.020646889755038672
1473522886699196340 0.024246782892662463
423635042409236417 0.021152448558688527
7561084480545798416 0.01309993436103839
3150885035784877978 0.013619366643308373
8983544101261508691 0.038065091664275956
4551514795871247428 0.03202418987056878
5272098102442178466 0.028564722730001595
1320174208938486828 0.01404477630988612
7764237239812724260 0.004572472775890208
2233033825144957685 0.009255370409684719
4060227918793656582 0.007159811658485582
6245230800602311713 0.019329098360377585
4874530953381988625 0.0336909069579149
5800578402482557006 0.013543154750047953
8858015338508415091 0.015252640864732162
8127020612231135047 0.008479911139850737
7938847037624343211 0.006948591554098722
5245253624125077532 0.010263668647599795
7704642981562254129 0.01186166924895227
8420462806349514271 0.008608609005574414
8709149818822902395 0.009161942336947088
5971623602103627003 0.0043760061765660265
5969238978601917858 0.006184677351902278
6415716222483719030 0.008100550494750692
2481832224419731138 0.004730419479006187
8243083007004022843 0.0040649192884864415
5074924105544407073 0.00674305639680229
7540857462607481288 0.005686073792430582
2548645395588383860 0.0011628153683426404
1975761229979330174 0.00652637082936227
7993908498715656149 0.007997342256837039
1818164457986282905 0.009243702035747363
1014366111232515990 0.008364772152730007
2261115426806453578 0.006764117897198607
6988186923232165716 0.007241073679649936
162746229144290226 0.002301482497764141
8664456101117552142 0.006864636866185156
8332253520030912285 0.004629010360489578
5777564160391918377 0.006125977018891626
9166639721837598093 0.005314559976908308
6064493966448412501 0.005898092574938484
1977321040841961398 0.005247668902793493
3727776443221140080 0.0063262124656448164
7046821349110749483 0.00741189040410654
7174448095400327505 0.003891411494510376
6460946964939887557 0.006348319555718682
7512735357371962804 0.014440784904136006
5364473409314460369 0.014518278939703217
7271242739652412468 0.021410140209494968
46848293502127907 0.00896419127024915
2493341873340695403 0.015452666115975608
1326552719010718437 0.018774630783258472
4847103969558792435 0.008593044620651493
2861791158406266791 0.011524604626257427
2235953711210041869 0.016463027851852146
3548021330491098831 0.005566797848109365
1524372354401369420 0.011656909956526922
5699112580116687842 0.012536849176569428
2274946365572777191 0.010016027419505972
4834075061407421330 0.015303682656792833
3458906275219126895 0.011938258602715478
8295286294078697366 0.0073012490865131995
19043744473841062 0.009836253737302965
748350084327611726 0.008352741359113198
5590329530421212420 0.018661219287115404
2156727030804705293 0.005282895092319445
2169132904217629751 0.008947979736010263
5488261374879215481 0.01486953200118804
2077164294702313940 0.023313073642812883
1493001020271799197 0.008585593218572602
5139830995132222224 0.009032040443216104
180045898956530225 0.006298575184498808
989038662625656846 0.01136939205621888
868573358130119409 0.002553665332722368
1528820009130675388 0.009593378840337261
1903585839152728272 0.004439766230538853
7743437881569440207 0.007018147331274362
7144164359304062542 0.006831932621848291
1158360267519257587 0.008090580797984895
3936353857295928407 0.0051253289253766435
5657473857287148277 0.012681651108672759
2478588339501101862 0.00811907908667069
4733173600119890485 0.007097290934531188
4934290123863399742 0.0059705773870151295
3577548203486929072 0.007568984438150496
926514898897547845 0.005124728068887114
6327288209629786127 0.0038793676645278905
7689749297843624229 0.004710334827619336
2772836011230250157 0.007552632800989778
7437849926328134306 0.005306881668350172
64033401690873877 0.00889325106710104
1222251037003705491 0.006348196135958707
1774181063486803282 0.00971082937901817
6526472758803281528 0.017078401691545213
2866498825381122776 0.020434102599746477
3889290839341113215 0.02400692334646751
8105633331768096431 0.03598607940947665
6303475719963275110 0.02476427626153105
2163383167313038819 0.02004602242188954
